id,city,county,state,population,density
8765,Lucas,Barren,Kentucky,270.0,13.7
8766,Mount Hermon,Monroe,Kentucky,584.0,12.2
8767,Park City,Edmonson,Kentucky,2192.0,13.1
8768,Summer Shade,Metcalfe,Kentucky,2323.0,12.7
8769,Tompkinsville,Monroe,Kentucky,8442.0,16.0
8770,Woodburn,Warren,Kentucky,1378.0,17.3
8771,Smiths Grove,Warren,Kentucky,7073.0,26.4
8772,Adairville,Logan,Kentucky,1756.0,10.4
8773,Bee Spring,Edmonson,Kentucky,1043.0,21.0
8774,Cadiz,Trigg,Kentucky,13081.0,17.8
8775,Center,Metcalfe,Kentucky,542.0,9.8
8776,Cerulean,Christian,Kentucky,1618.0,11.1
8777,Fort Campbell,Montgomery,Kentucky,19617.0,348.8
8778,Gracey,Christian,Kentucky,786.0,13.8
8779,Guthrie,Todd,Kentucky,2514.0,19.7
8780,Hopkinsville,Christian,Kentucky,41788.0,58.2
8781,Jetson,Butler,Kentucky,131.0,17.7
8782,Mammoth Cave,Edmonson,Kentucky,1179.0,6.3
8783,Oak Grove,Christian,Kentucky,9441.0,116.8
8784,Olmstead,Logan,Kentucky,982.0,7.0
8785,Rockfield,Warren,Kentucky,2593.0,24.4
8786,Roundhill,Butler,Kentucky,859.0,7.2
8787,Sharon Grove,Todd,Kentucky,439.0,7.1
8788,Sweeden,Edmonson,Kentucky,535.0,24.7
8789,Owensboro,Daviess,Kentucky,45851.0,102.3
8790,Beaver Dam,Ohio,Kentucky,8913.0,23.1
8791,Beech Grove,McLean,Kentucky,0.0,0.0
8792,Beechmont,Muhlenberg,Kentucky,810.0,212.2
8793,Browder,Muhlenberg,Kentucky,305.0,7.5
8794,Centertown,Ohio,Kentucky,1173.0,7.1
8795,Cleaton,Muhlenberg,Kentucky,102.0,74.7
8796,Drakesboro,Muhlenberg,Kentucky,1743.0,18.1
8797,Dunmor,Muhlenberg,Kentucky,915.0,9.7
8798,Fordsville,Ohio,Kentucky,1658.0,8.2
8799,Hawesville,Hancock,Kentucky,4986.0,18.5
8800,Horse Branch,Ohio,Kentucky,1933.0,13.3
8801,Island,McLean,Kentucky,1269.0,11.8
8802,Lewisport,Hancock,Kentucky,4639.0,25.3
8803,Maceo,Daviess,Kentucky,1479.0,20.4
8804,Maple Mount,Daviess,Kentucky,231.0,1986.9
8805,Olaton,Ohio,Kentucky,696.0,7.1
8806,Philpot,Daviess,Kentucky,5190.0,22.9
8807,Powderly,Muhlenberg,Kentucky,886.0,144.0
8808,Reynolds Station,Hancock,Kentucky,1223.0,10.7
8809,Rosine,Ohio,Kentucky,83.0,232.3
8810,Rumsey,McLean,Kentucky,331.0,3.4
8811,South Carrollton,Muhlenberg,Kentucky,109.0,187.4
8812,Corydon,Henderson,Kentucky,2419.0,8.5
8813,Dawson Springs,Hopkins,Kentucky,6307.0,17.0
8814,Dixon,Webster,Kentucky,2397.0,11.4
8815,Earlington,Hopkins,Kentucky,1219.0,157.7
8816,Manitou,Hopkins,Kentucky,1426.0,25.6
8817,Morganfield,Union,Kentucky,7419.0,16.9
8818,Mortons Gap,Hopkins,Kentucky,936.0,255.7
8819,Nortonville,Hopkins,Kentucky,3147.0,25.8
8820,Poole,Webster,Kentucky,0.0,0.0
8821,Reed,Henderson,Kentucky,582.0,5.7
8822,Robards,Henderson,Kentucky,2276.0,14.6
8823,Sebree,Webster,Kentucky,3475.0,18.5
8824,Slaughters,Webster,Kentucky,1293.0,7.2
8825,Spottsville,Henderson,Kentucky,930.0,32.8
8826,Wheatcroft,Webster,Kentucky,137.0,34.5
8827,Bethelridge,Casey,Kentucky,504.0,15.5
8828,Bronston,Pulaski,Kentucky,3068.0,34.6
8829,Dunnville,Casey,Kentucky,2156.0,15.8
8830,Nancy,Pulaski,Kentucky,5486.0,14.9
8831,Science Hill,Pulaski,Kentucky,6249.0,36.7
8832,Yosemite,Casey,Kentucky,360.0,8.2
8833,Eubank,Pulaski,Kentucky,5241.0,23.0
8834,Alpha,Wayne,Kentucky,628.0,21.3
8835,Marshes Siding,McCreary,Kentucky,0.0,0.0
8836,Parkers Lake,McCreary,Kentucky,1920.0,8.3
8837,Pine Knot,McCreary,Kentucky,4906.0,75.1
8838,Revelo,McCreary,Kentucky,196.0,66.6
8839,Russell Springs,Russell,Kentucky,12382.0,34.1
8840,Stearns,McCreary,Kentucky,3905.0,10.9
8841,Strunk,McCreary,Kentucky,1471.0,7.7
8842,Whitley City,McCreary,Kentucky,4113.0,19.6
8843,Big Clifty,Hardin,Kentucky,1681.0,11.9
8844,Bonnieville,Hart,Kentucky,1730.0,14.1
8845,Breeding,Adair,Kentucky,338.0,5.2
8846,Burkesville,Cumberland,Kentucky,5916.0,7.5
8847,Campbellsville,Taylor,Kentucky,25984.0,37.8
8848,Caneyville,Grayson,Kentucky,3954.0,10.7
8849,Canmer,Hart,Kentucky,338.0,7.7
8850,Cecilia,Hardin,Kentucky,5406.0,27.4
8851,Clarkson,Grayson,Kentucky,4960.0,18.6
8852,Cub Run,Hart,Kentucky,1518.0,14.3
8853,Eastview,Hardin,Kentucky,2411.0,17.2
8854,Elk Horn,Taylor,Kentucky,1615.0,11.2
8855,Glens Fork,Adair,Kentucky,513.0,15.5
8856,Gradyville,Adair,Kentucky,99.0,19.5
8857,Hodgenville,Larue,Kentucky,9280.0,27.9
8858,Horse Cave,Hart,Kentucky,5095.0,21.4
8859,Knifley,Adair,Kentucky,801.0,12.2
8860,Leitchfield,Grayson,Kentucky,15918.0,32.5
8861,Marrowbone,Cumberland,Kentucky,43.0,113.4
8862,Mount Sherman,Green,Kentucky,430.0,9.1
8863,Munfordville,Hart,Kentucky,6767.0,22.8
8864,Sonora,Hardin,Kentucky,2025.0,11.8
8865,Amlin,Franklin,Ohio,776.0,840.2
8866,Ashley,Delaware,Ohio,3139.0,35.8
8867,Blacklick,Franklin,Ohio,31002.0,957.4
8868,Brinkhaven,Coshocton,Ohio,471.0,8.1
8869,Buckeye Lake,Licking,Ohio,2365.0,608.0
8870,Cable,Champaign,Ohio,2140.0,24.5
8871,Centerburg,Knox,Ohio,6859.0,33.1
8872,Croton,Licking,Ohio,1404.0,27.0
8873,Gambier,Knox,Ohio,3630.0,33.3
8874,Jacksontown,Licking,Ohio,195.0,36.8
8875,Kilbourne,Delaware,Ohio,0.0,0.0
8876,Kirkersville,Licking,Ohio,430.0,228.6
8877,Lewis Center,Delaware,Ohio,34661.0,682.5
8878,Magnetic Springs,Union,Ohio,306.0,725.0
8879,Milford Center,Union,Ohio,1775.0,18.2
8880,Millersport,Fairfield,Ohio,3165.0,45.8
8881,Mingo,Champaign,Ohio,11.0,401.1
8882,North Lewisburg,Champaign,Ohio,2669.0,39.5
8883,Ostrander,Delaware,Ohio,5045.0,43.1
8884,Pataskala,Licking,Ohio,31566.0,164.1
8885,Plain City,Madison,Ohio,17188.0,64.0
8886,Radnor,Delaware,Ohio,1173.0,12.6
8887,Reynoldsburg,Franklin,Ohio,58916.0,1160.2
8888,Rosewood,Champaign,Ohio,53.0,49.9
8889,Saint Louisville,Licking,Ohio,2269.0,24.6
8890,Saint Paris,Champaign,Ohio,5380.0,27.2
8891,Thornville,Perry,Ohio,8909.0,52.8
8892,Unionville Center,Union,Ohio,277.0,671.1
8893,Urbana,Champaign,Ohio,20269.0,52.0
8894,Westerville,Franklin,Ohio,64746.0,995.4
8895,Adelphi,Ross,Ohio,365.0,514.6
8896,Amanda,Fairfield,Ohio,4038.0,27.2
8897,Brice,Franklin,Ohio,147.0,338.0
8898,Canal Winchester,Fairfield,Ohio,38235.0,316.3
8899,Carroll,Fairfield,Ohio,4879.0,53.1
8900,Commercial Point,Pickaway,Ohio,2716.0,1035.7
8901,Groveport,Franklin,Ohio,14212.0,174.4
8902,Laurelville,Hocking,Ohio,4035.0,17.0
8903,Lithopolis,Fairfield,Ohio,2316.0,748.8
8904,Lockbourne,Franklin,Ohio,2267.0,27.4
8905,Murray City,Hocking,Ohio,425.0,24.5
8906,Pickerington,Fairfield,Ohio,46058.0,594.5
8907,Rockbridge,Hocking,Ohio,2321.0,16.6
8908,South Bloomingville,Hocking,Ohio,836.0,6.8
8909,South Solon,Madison,Ohio,1113.0,8.3
8910,Stoutsville,Fairfield,Ohio,3482.0,51.1
8911,Tarlton,Pickaway,Ohio,198.0,255.7
8912,Thurston,Fairfield,Ohio,508.0,495.4
8913,Union Furnace,Hocking,Ohio,402.0,67.3
8914,Washington Court House,Fayette,Ohio,21847.0,39.6
8915,Belle Center,Hardin,Ohio,2734.0,15.9
8916,Cardington,Morrow,Ohio,7013.0,32.2
8917,Carey,Wyandot,Ohio,6209.0,31.6
8918,Chesterville,Morrow,Ohio,179.0,314.1
8919,De Graff,Logan,Ohio,4185.0,25.2
8920,East Liberty,Logan,Ohio,1046.0,21.4
8921,Green Camp,Marion,Ohio,447.0,584.0
8922,Harpster,Wyandot,Ohio,626.0,6.6
8923,Iberia,Morrow,Ohio,80.0,36.5
8924,Kirby,Wyandot,Ohio,48.0,172.0
8925,La Rue,Marion,Ohio,1585.0,10.0
8926,Marengo,Morrow,Ohio,6229.0,36.4
8927,Morral,Marion,Ohio,769.0,8.4
8928,Mount Victory,Hardin,Ohio,2001.0,15.9
8929,New Bloomington,Marion,Ohio,835.0,14.4
8930,Roundhead,Hardin,Ohio,201.0,72.5
8931,Rushsylvania,Logan,Ohio,1206.0,15.1
8932,Russells Point,Logan,Ohio,1840.0,306.6
8933,Upper Sandusky,Wyandot,Ohio,10591.0,26.6
8934,West Mansfield,Union,Ohio,2608.0,16.5
8935,Zanesfield,Logan,Ohio,1790.0,22.9
8936,Bradner,Wood,Ohio,1620.0,33.2
8937,Burgoon,Sandusky,Ohio,521.0,13.7
8938,Clay Center,Ottawa,Ohio,355.0,208.5
8939,Curtice,Lucas,Ohio,4166.0,58.2
8940,Cygnet,Wood,Ohio,951.0,11.0
8941,Dunbridge,Wood,Ohio,177.0,154.5
8942,Gibsonburg,Sandusky,Ohio,4871.0,37.7
8943,Graytown,Ottawa,Ohio,1137.0,20.2
8944,Gypsum,Ottawa,Ohio,43.0,33.9
8945,Harbor View,Lucas,Ohio,124.0,2048.3
8946,Isle Saint George,Ottawa,Ohio,0.0,0.0
8947,Jerry City,Wood,Ohio,535.0,218.6
8948,Kelleys Island,Erie,Ohio,221.0,19.6
8949,Lacarne,Ottawa,Ohio,39.0,710.6
8950,Lakeside Marblehead,Ottawa,Ohio,4099.0,99.6
8951,Lindsey,Sandusky,Ohio,841.0,18.5
8952,Luckey,Wood,Ohio,1609.0,50.2
8953,Middle Bass,Ottawa,Ohio,59.0,18.1
8954,Oak Harbor,Ottawa,Ohio,8281.0,38.1
8955,Pemberville,Wood,Ohio,3681.0,34.9
8956,Put In Bay,Ottawa,Ohio,549.0,83.8
8957,Risingsun,Wood,Ohio,1281.0,25.9
8958,Rossford,Wood,Ohio,6225.0,924.7
8959,Rudolph,Wood,Ohio,985.0,14.9
8960,Stony Ridge,Wood,Ohio,536.0,693.6
8961,Vickery,Sandusky,Ohio,2041.0,23.9
8962,Walbridge,Wood,Ohio,5600.0,176.3
8963,West Millgrove,Wood,Ohio,110.0,196.4
8964,Alvordton,Williams,Ohio,941.0,13.7
8965,Archbold,Fulton,Ohio,6895.0,36.6
8966,Berkey,Lucas,Ohio,1076.0,27.5
8967,Bryan,Williams,Ohio,14584.0,54.4
8968,Custar,Wood,Ohio,1114.0,9.8
8969,Deshler,Henry,Ohio,2892.0,15.4
8970,Edgerton,Williams,Ohio,3561.0,21.5
8971,Edon,Williams,Ohio,2999.0,16.9
8972,Evansport,Defiance,Ohio,378.0,113.5
8973,Farmer,Defiance,Ohio,17.0,5.6
8974,Grand Rapids,Wood,Ohio,3986.0,49.4
8975,Grelton,Henry,Ohio,59.0,7.4
8976,Hamler,Henry,Ohio,1059.0,12.9
8977,Haskins,Wood,Ohio,1176.0,566.5
8978,Holgate,Henry,Ohio,2155.0,16.5
8979,Hoytville,Wood,Ohio,368.0,191.6
8980,Kunkle,Williams,Ohio,192.0,430.0
8981,Liberty Center,Henry,Ohio,3452.0,29.5
8982,Malinta,Henry,Ohio,721.0,11.9
8983,Mark Center,Defiance,Ohio,216.0,5.0
8984,Maumee,Lucas,Ohio,29859.0,620.3
8985,Metamora,Fulton,Ohio,1479.0,31.6
8986,Milton Center,Wood,Ohio,188.0,182.4
8987,Monclova,Lucas,Ohio,4734.0,122.6
8988,Napoleon,Henry,Ohio,14573.0,41.7
8989,Neapolis,Lucas,Ohio,482.0,429.6
8990,New Bavaria,Henry,Ohio,898.0,14.1
8991,Ney,Defiance,Ohio,1353.0,17.8
8992,Pettisville,Fulton,Ohio,467.0,597.9
8993,Ridgeville Corners,Henry,Ohio,284.0,164.9
8994,Stryker,Williams,Ohio,3246.0,30.0
8995,Tontogany,Wood,Ohio,380.0,891.3
8996,Wauseon,Fulton,Ohio,12987.0,43.9
8997,West Unity,Williams,Ohio,3069.0,26.4
8998,Whitehouse,Lucas,Ohio,7169.0,126.2
8999,Toledo,Lucas,Ohio,9626.0,1319.2
9000,Oregon,Lucas,Ohio,20215.0,203.0
9001,Zanesville,Muskingum,Ohio,55531.0,118.8
9002,Belle Valley,Noble,Ohio,121.0,164.0
9003,Blue Rock,Muskingum,Ohio,1164.0,9.3
9004,Byesville,Guernsey,Ohio,4412.0,108.5
9005,Chandlersville,Muskingum,Ohio,1070.0,5.8
9006,Chesterhill,Morgan,Ohio,1323.0,14.0
9007,Crooksville,Perry,Ohio,4959.0,36.7
9008,Derwent,Guernsey,Ohio,68.0,28.4
9009,Duncan Falls,Muskingum,Ohio,1911.0,208.8
9010,East Fultonham,Muskingum,Ohio,394.0,219.7
9011,Gratiot,Licking,Ohio,228.0,618.5
9012,Jerusalem,Belmont,Ohio,1492.0,15.8
9013,Kimbolton,Guernsey,Ohio,2153.0,7.8
9014,Kipling,Guernsey,Ohio,141.0,53.1
9015,Lore City,Guernsey,Ohio,1417.0,14.2
9016,Mcconnelsville,Morgan,Ohio,5369.0,15.0
9017,Malta,Morgan,Ohio,2901.0,13.2
9018,Mount Perry,Perry,Ohio,1194.0,13.2
9019,Moxahala,Perry,Ohio,46.0,31.0
9020,New Lexington,Perry,Ohio,8149.0,51.7
9021,New Straitsville,Perry,Ohio,1146.0,11.4
9022,Old Washington,Guernsey,Ohio,469.0,281.2
9023,Philo,Muskingum,Ohio,2274.0,38.2
9024,Pleasant City,Noble,Ohio,1748.0,19.8
9025,Quaker City,Guernsey,Ohio,2772.0,10.2
9026,Roseville,Muskingum,Ohio,4917.0,35.9
9027,Salesville,Guernsey,Ohio,1511.0,14.3
9028,Sarahsville,Noble,Ohio,531.0,5.6
9029,Senecaville,Guernsey,Ohio,2165.0,21.5
9030,Shawnee,Perry,Ohio,458.0,13.6
9031,Stockport,Morgan,Ohio,3024.0,15.5
9032,White Cottage,Muskingum,Ohio,50.0,97.7
9033,Woodsfield,Monroe,Ohio,4647.0,17.0
9034,Blissfield,Coshocton,Ohio,179.0,67.4
9035,Conesville,Coshocton,Ohio,584.0,10.6
9036,Coshocton,Coshocton,Ohio,18834.0,46.3
9037,Frazeysburg,Muskingum,Ohio,5052.0,22.0
9038,Fresno,Coshocton,Ohio,3922.0,19.1
9039,Nashport,Muskingum,Ohio,6676.0,51.5
9040,Newcomerstown,Tuscarawas,Ohio,7124.0,27.2
9041,Stone Creek,Tuscarawas,Ohio,1259.0,14.2
9042,Trinway,Muskingum,Ohio,220.0,315.2
9043,Walhonding,Coshocton,Ohio,877.0,7.6
9044,West Lafayette,Coshocton,Ohio,4870.0,66.3
9045,Adena,Jefferson,Ohio,1907.0,23.9
9046,Alledonia,Belmont,Ohio,118.0,2.8
9047,Bellaire,Belmont,Ohio,7987.0,95.9
9048,Bergholz,Jefferson,Ohio,1038.0,13.1
9049,Dillonvale,Jefferson,Ohio,2850.0,34.1
9050,East Liverpool,Columbiana,Ohio,21462.0,197.9
9051,Hammondsville,Jefferson,Ohio,1250.0,14.8
9052,Irondale,Jefferson,Ohio,920.0,16.0
9053,Jacobsburg,Belmont,Ohio,2052.0,16.6
9054,Martins Ferry,Belmont,Ohio,7998.0,159.9
9055,Mingo Junction,Jefferson,Ohio,5868.0,69.4
9056,Powhatan Point,Belmont,Ohio,2281.0,42.2
9057,Rayland,Jefferson,Ohio,3180.0,27.2
9058,Salineville,Columbiana,Ohio,3095.0,17.7
9059,Shadyside,Belmont,Ohio,4869.0,109.1
9060,Saint Clairsville,Belmont,Ohio,16472.0,77.8
9061,Lafferty,Belmont,Ohio,55.0,19.1
9062,Steubenville,Jefferson,Ohio,17412.0,261.7
9063,Tiltonsville,Jefferson,Ohio,1309.0,1146.6
9064,Toronto,Jefferson,Ohio,9199.0,75.1
9065,Warnock,Belmont,Ohio,240.0,213.2
9066,Bannock,Belmont,Ohio,119.0,348.8
9067,New Athens,Harrison,Ohio,208.0,339.3
9068,Holloway,Belmont,Ohio,223.0,131.4
9069,Ashtabula,Ashtabula,Ohio,31348.0,163.4
9070,Austinburg,Ashtabula,Ohio,1588.0,33.5
9071,Avon Lake,Lorain,Ohio,25220.0,874.9
9072,Chagrin Falls,Cuyahoga,Ohio,16609.0,212.7
9073,Chardon,Geauga,Ohio,24558.0,105.3
9074,Chesterland,Geauga,Ohio,10489.0,140.3
9075,Columbia Station,Lorain,Ohio,9249.0,106.2
9076,Conneaut,Ashtabula,Ohio,16387.0,107.8
9077,Elyria,Lorain,Ohio,62050.0,503.7
9078,North Ridgeville,Lorain,Ohio,35625.0,570.9
9079,Gates Mills,Cuyahoga,Ohio,3031.0,119.2
9080,Grand River,Lake,Ohio,662.0,272.7
9081,Huntsburg,Geauga,Ohio,2020.0,52.2
9082,Kipton,Lorain,Ohio,190.0,210.5
9083,Lorain,Lorain,Ohio,28264.0,1149.0
9084,Sheffield Lake,Lorain,Ohio,12649.0,390.1
9085,Macedonia,Summit,Ohio,12126.0,479.7
9086,Mentor,Lake,Ohio,59932.0,579.5
9087,North Kingsville,Ashtabula,Ohio,166.0,140.8
9088,North Olmsted,Cuyahoga,Ohio,32244.0,1066.6
9089,Novelty,Geauga,Ohio,5192.0,108.6
9090,Oberlin,Lorain,Ohio,11727.0,88.9
9091,Painesville,Lake,Ohio,58369.0,372.3
9092,Parkman,Geauga,Ohio,99.0,161.2
9093,Pierpont,Ashtabula,Ohio,1587.0,16.5
9094,Twinsburg,Summit,Ohio,22351.0,480.2
9095,Vermilion,Erie,Ohio,15788.0,176.3
9096,Williamsfield,Ashtabula,Ohio,1007.0,11.0
9097,Willoughby,Lake,Ohio,36958.0,359.6
9098,Eastlake,Lake,Ohio,32635.0,1382.6
9099,Rocky River,Cuyahoga,Ohio,21575.0,1703.9
9100,Euclid,Cuyahoga,Ohio,9476.0,962.6
9101,North Royalton,Cuyahoga,Ohio,31144.0,560.9
9102,Strongsville,Cuyahoga,Ohio,25261.0,721.1
9103,Maple Heights,Cuyahoga,Ohio,23610.0,1756.1
9104,Olmsted Falls,Cuyahoga,Ohio,23149.0,647.4
9105,Bay Village,Cuyahoga,Ohio,16047.0,1357.0
9106,Brecksville,Cuyahoga,Ohio,13771.0,219.8
9107,Brookpark,Cuyahoga,Ohio,18509.0,960.9
9108,Westlake,Cuyahoga,Ohio,34027.0,824.6
9109,Broadview Heights,Cuyahoga,Ohio,19815.0,589.2
9110,Atwater,Portage,Ohio,6956.0,50.9
9111,Barberton,Summit,Ohio,38714.0,426.6
9112,Burbank,Wayne,Ohio,2418.0,35.3
9113,Chippewa Lake,Medina,Ohio,2634.0,458.3
9114,Cuyahoga Falls,Summit,Ohio,29677.0,1792.5
9115,Garrettsville,Portage,Ohio,8831.0,69.7
9116,Green,Summit,Ohio,0.0,0.0
9117,Streetsboro,Portage,Ohio,18161.0,315.7
9118,Lakemore,Summit,Ohio,1576.0,859.9
9119,Westfield Center,Medina,Ohio,1042.0,273.5
9120,Mogadore,Portage,Ohio,13037.0,152.6
9121,Munroe Falls,Summit,Ohio,4966.0,717.0
9122,Peninsula,Summit,Ohio,3281.0,56.7
9123,Rittman,Wayne,Ohio,8245.0,163.1
9124,Rootstown,Portage,Ohio,5468.0,87.0
9125,Sharon Center,Medina,Ohio,325.0,110.8
9126,Tallmadge,Summit,Ohio,18584.0,492.4
9127,Valley City,Medina,Ohio,5355.0,81.6
9128,Wadsworth,Medina,Ohio,33768.0,272.8
9129,West Salem,Wayne,Ohio,7766.0,45.0
9130,Berlin Center,Mahoning,Ohio,2716.0,34.4
9131,Bristolville,Trumbull,Ohio,2709.0,28.8
9132,Burghill,Trumbull,Ohio,1490.0,36.8
9133,Canfield,Mahoning,Ohio,22101.0,156.5
9134,Diamond,Portage,Ohio,2866.0,49.2
9135,East Palestine,Columbiana,Ohio,7228.0,113.9
9136,Farmdale,Trumbull,Ohio,1401.0,15.7
9137,Fowler,Trumbull,Ohio,1398.0,32.5
9138,Hanoverton,Columbiana,Ohio,2261.0,30.0
9139,Hubbard,Trumbull,Ohio,13341.0,169.0
9140,Kinsman,Trumbull,Ohio,3337.0,23.8
9141,Lake Milton,Mahoning,Ohio,2353.0,138.5
9142,Leavittsburg,Trumbull,Ohio,4372.0,129.8
9143,Leetonia,Columbiana,Ohio,4713.0,66.3
9144,Lowellville,Mahoning,Ohio,3348.0,58.5
9145,Masury,Trumbull,Ohio,4949.0,203.1
9146,Mesopotamia,Trumbull,Ohio,431.0,57.3
9147,Mineral Ridge,Trumbull,Ohio,4819.0,221.0
9148,Negley,Columbiana,Ohio,1674.0,39.5
9149,New Middletown,Mahoning,Ohio,3864.0,164.9
9150,New Springfield,Mahoning,Ohio,2062.0,59.0
9151,New Waterford,Columbiana,Ohio,3237.0,80.7
9152,Niles,Trumbull,Ohio,20260.0,559.5
9153,North Benton,Mahoning,Ohio,1526.0,43.5
9154,North Bloomfield,Trumbull,Ohio,2223.0,19.5
9155,North Jackson,Mahoning,Ohio,2993.0,29.9
9156,North Lima,Mahoning,Ohio,2984.0,84.2
9157,Struthers,Mahoning,Ohio,10383.0,894.7
9158,Apple Creek,Wayne,Ohio,8180.0,74.4
9159,Beach City,Stark,Ohio,2610.0,45.5
9160,Beloit,Mahoning,Ohio,3267.0,46.8
9161,Big Prairie,Holmes,Ohio,2146.0,31.1
9162,Canal Fulton,Stark,Ohio,13241.0,223.9
9163,Dellroy,Carroll,Ohio,1661.0,28.7
9164,Dennison,Tuscarawas,Ohio,4955.0,59.6
9165,East Sparta,Stark,Ohio,2771.0,37.8
9166,Gnadenhutten,Tuscarawas,Ohio,2911.0,55.3
9167,Hartville,Stark,Ohio,10766.0,149.5
9168,Holmesville,Holmes,Ohio,2377.0,41.0
9169,Homeworth,Columbiana,Ohio,1886.0,40.1
9170,Killbuck,Holmes,Ohio,2363.0,17.4
9171,Limaville,Stark,Ohio,162.0,267.8
9172,Massillon,Stark,Ohio,48507.0,651.0
9173,Mechanicstown,Carroll,Ohio,1026.0,17.5
9174,Middlebranch,Stark,Ohio,554.0,913.3
9175,Midvale,Tuscarawas,Ohio,752.0,496.2
9176,Mineral City,Tuscarawas,Ohio,2542.0,24.2
9177,Mount Eaton,Wayne,Ohio,119.0,290.5
9178,North Georgetown,Columbiana,Ohio,211.0,153.1
9179,Robertsville,Stark,Ohio,151.0,411.4
9180,Sherrodsville,Carroll,Ohio,2245.0,31.7
9181,Shreve,Wayne,Ohio,5750.0,39.9
9182,Sugarcreek,Tuscarawas,Ohio,9244.0,63.3
9183,Tuscarawas,Tuscarawas,Ohio,1198.0,1031.9
9184,Uhrichsville,Tuscarawas,Ohio,7461.0,43.0
9185,Walnut Creek,Holmes,Ohio,422.0,306.8
9186,Winesburg,Holmes,Ohio,100.0,195.1
9187,Wooster,Wayne,Ohio,44775.0,111.6
9188,Deersville,Harrison,Ohio,42.0,10.2
9189,Bowerston,Carroll,Ohio,1371.0,18.1
9190,Zoar,Tuscarawas,Ohio,266.0,66.3
9191,Tippecanoe,Harrison,Ohio,704.0,4.7
9192,East Canton,Stark,Ohio,6071.0,64.8
9193,Alvada,Seneca,Ohio,956.0,13.3
9194,Berlin Heights,Erie,Ohio,2242.0,33.9
9195,Bettsville,Seneca,Ohio,811.0,275.2
9196,Bloomdale,Wood,Ohio,1301.0,16.2
9197,Bucyrus,Crawford,Ohio,17088.0,41.1
9198,Chatfield,Crawford,Ohio,188.0,739.8
9199,Crestline,Crawford,Ohio,6945.0,55.3
9200,Fostoria,Seneca,Ohio,18176.0,59.3
9201,Galion,Morrow,Ohio,16537.0,70.6
9202,Green Springs,Seneca,Ohio,2564.0,27.7
9203,Jeromesville,Ashland,Ohio,3072.0,24.3
9204,Loudonville,Ashland,Ohio,5432.0,28.8
9205,Mccutchenville,Seneca,Ohio,712.0,15.0
9206,Nevada,Wyandot,Ohio,2231.0,17.1
9207,New Riegel,Seneca,Ohio,1460.0,20.6
9208,New Washington,Crawford,Ohio,1501.0,14.2
9209,North Fairfield,Huron,Ohio,1352.0,18.8
9210,North Robinson,Crawford,Ohio,170.0,1645.0
9211,Nova,Ashland,Ohio,2108.0,26.2
9212,Perrysville,Ashland,Ohio,3133.0,20.3
9213,Sandusky,Erie,Ohio,40067.0,254.7
9214,Sulphur Springs,Crawford,Ohio,172.0,1114.9
9215,Tiffin,Seneca,Ohio,28667.0,67.1
9216,Tiro,Crawford,Ohio,1048.0,13.5
9217,Wakeman,Huron,Ohio,6735.0,33.9
9218,Addyston,Hamilton,Ohio,896.0,406.6
9219,Cleves,Hamilton,Ohio,14068.0,211.8
9220,College Corner,Preble,Ohio,624.0,15.8
9221,Harveysburg,Warren,Ohio,666.0,709.3
9222,Hooven,Hamilton,Ohio,512.0,624.7
9223,Kings Mills,Warren,Ohio,1007.0,519.4
9224,Maineville,Warren,Ohio,29112.0,722.6
9225,Miamitown,Hamilton,Ohio,136.0,292.1
9226,Mount Saint Joseph,Hamilton,Ohio,388.0,330.1
9227,Okeana,Butler,Ohio,3865.0,54.8
9228,Oregonia,Warren,Ohio,2517.0,31.2
9229,Overpeck,Butler,Ohio,179.0,301.2
9230,Seven Mile,Butler,Ohio,756.0,369.0
9231,South Lebanon,Warren,Ohio,6604.0,868.6
9232,West Elkton,Preble,Ohio,151.0,144.8
9233,Amelia,Clermont,Ohio,24243.0,422.9
9234,Blanchester,Clinton,Ohio,9741.0,46.7
9235,Camp Dennison,Hamilton,Ohio,363.0,123.9
9236,Chilo,Clermont,Ohio,15.0,18.3
9237,Feesburg,Brown,Ohio,28.0,842.5
9238,Felicity,Clermont,Ohio,2739.0,27.2
9239,Hamersville,Brown,Ohio,4116.0,41.9
9240,Higginsport,Brown,Ohio,287.0,441.8
9241,Loveland,Clermont,Ohio,55364.0,484.9
9242,Miamiville,Clermont,Ohio,73.0,140.6
9243,Mount Orab,Brown,Ohio,8652.0,51.0
9244,Mowrystown,Highland,Ohio,461.0,369.1
9245,Neville,Clermont,Ohio,59.0,197.4
9246,Newtonsville,Clermont,Ohio,783.0,115.8
9247,New Vienna,Clinton,Ohio,3454.0,24.5
9248,Owensville,Clermont,Ohio,619.0,772.4
9249,Pleasant Plain,Warren,Ohio,2449.0,39.6
9250,Port William,Clinton,Ohio,294.0,657.3
9251,Reesville,Clinton,Ohio,50.0,26.1
9252,Sabina,Clinton,Ohio,4436.0,18.3
9253,Sinking Spring,Highland,Ohio,264.0,231.0
9254,Terrace Park,Hamilton,Ohio,2165.0,676.3
9255,Cincinnati,Hamilton,Ohio,16259.0,2356.7
9256,Anna,Shelby,Ohio,4622.0,34.2
9257,Arcanum,Darke,Ohio,7617.0,34.5
9258,Bellbrook,Greene,Ohio,11473.0,320.3
9259,Botkins,Shelby,Ohio,2184.0,27.1
9260,Burkettsville,Mercer,Ohio,292.0,650.0
