zipcode,lat,lng,city_id
01902,42.4712,-70.93983,341
01904,42.49151,-70.97166,341
01905,42.46355,-70.9733,341
01906,42.46922,-71.01299,342
01907,42.47572,-70.90684,343
01908,42.42856,-70.92614,344
01913,42.85297,-70.94459,345
01915,42.56841,-70.8647,346
01921,42.6815,-71.01887,347
01922,42.75862,-70.91758,348
01923,42.57398,-70.94923,349
01929,42.63478,-70.77684,350
01930,42.62605,-70.68966,351
01937,42.58579,-70.98406,352
01938,42.68568,-70.83989,353
01940,42.53523,-71.03695,354
01944,42.58154,-70.76825,355
01945,42.49924,-70.86348,356
01949,42.6043,-71.01641,357
01950,42.81237,-70.88785,358
01951,42.77742,-70.85022,359
01952,42.84655,-70.86163,360
01960,42.53374,-70.97222,361
01965,42.56294,-70.82996,362
01966,42.65432,-70.62227,363
01969,42.72235,-70.88832,364
01970,42.51298,-70.90266,365
01982,42.62669,-70.85789,366
01983,42.63728,-70.94251,367
01984,42.60078,-70.8826,368
01985,42.7939,-70.96906,369
02019,42.0777,-71.47407,370
02021,42.17504,-71.12645,371
02025,42.23603,-70.81906,372
02026,42.24665,-71.1777,373
02030,42.2366,-71.28421,374
02032,42.15489,-71.2155,375
02035,42.06266,-71.24613,376
02038,42.08622,-71.41126,377
02043,42.21678,-70.88494,378
02045,42.28437,-70.88266,379
02047,42.14582,-70.69603,380
02048,42.01626,-71.21868,381
02050,42.11443,-70.71487,382
02052,42.1848,-71.30501,383
02053,42.15352,-71.42906,384
02054,42.1693,-71.36261,385
02056,42.11632,-71.32952,386
02061,42.16075,-70.81772,387
02062,42.18563,-71.19464,388
02066,42.20129,-70.76155,389
02067,42.10778,-71.18183,390
02071,42.10392,-71.27002,391
02072,42.1192,-71.10189,392
02081,42.14689,-71.25916,393
02090,42.22024,-71.21057,394
02093,42.05129,-71.35522,395
02108,42.35657,-71.06516,396
02109,42.36498,-71.05277,396
02110,42.35797,-71.05189,396
02111,42.35067,-71.06054,396
02113,42.36526,-71.05524,396
02114,42.36337,-71.06686,396
02115,42.34046,-71.09481,396
02116,42.35105,-71.07638,396
02118,42.33806,-71.07057,396
02119,42.32405,-71.08522,397
02120,42.33212,-71.09654,398
02121,42.3057,-71.08693,399
02122,42.29427,-71.05185,399
02124,42.28583,-71.07114,400
02125,42.31578,-71.0562,399
02126,42.27588,-71.0918,401
02127,42.33455,-71.03875,402
02128,42.37324,-71.01616,403
02129,42.37975,-71.06167,404
02130,42.30823,-71.11515,405
02131,42.28392,-71.12468,406
02132,42.27931,-71.16072,407
02133,42.35838,-71.06383,396
02134,42.35855,-71.12931,408
02135,42.34989,-71.15417,409
02136,42.25505,-71.12662,410
02138,42.37997,-71.13446,411
02139,42.36224,-71.10253,411
02140,42.39332,-71.13342,411
02141,42.37041,-71.08218,411
02142,42.36295,-71.08189,411
02143,42.38142,-71.09677,412
02144,42.40088,-71.122,412
02145,42.39206,-71.0895,412
02148,42.43048,-71.05762,413
02149,42.40643,-71.05446,414
02150,42.39587,-71.03251,415
02151,42.41887,-71.004,416
02152,42.37724,-70.98115,417
02155,42.42324,-71.10878,418
02163,42.36717,-71.12509,396
02169,42.23971,-71.01802,419
02170,42.26644,-71.01621,419
02171,42.28709,-71.02604,419
02176,42.45561,-71.05901,420
02180,42.47396,-71.09705,421
02184,42.20386,-71.0022,422
02186,42.23854,-71.08464,423
02188,42.20724,-70.95764,424
02189,42.2111,-70.93135,425
02190,42.16625,-70.95253,426
02191,42.24434,-70.94378,427
02199,42.34748,-71.08199,396
02203,42.36144,-71.05945,396
02205,42.34935,-71.05564,396
02210,42.34815,-71.03942,396
02215,42.34741,-71.10276,396
02301,42.07791,-71.04223,428
02302,42.08792,-70.99864,428
02322,42.12666,-71.04922,429
02324,41.97272,-70.97498,430
02325,41.98875,-70.96449,430
02330,41.87388,-70.7563,431
02332,42.04651,-70.71388,432
02333,42.03521,-70.94235,433
02338,41.99138,-70.86326,434
02339,42.12241,-70.85665,435
02341,42.05604,-70.87251,436
02343,42.14733,-71.00484,437
02346,41.88034,-70.87446,438
02347,41.83101,-70.9594,439
02350,42.02043,-70.84562,440
02351,42.11805,-70.95905,441
02356,42.05519,-71.12071,442
02357,42.06224,-71.07751,442
02359,42.06547,-70.8014,443
02360,41.87817,-70.63089,444
02364,41.98616,-70.74823,445
02366,41.84868,-70.6613,446
02367,41.96345,-70.80975,447
02368,42.17506,-71.05011,448
02370,42.1295,-70.91002,449
02375,42.01954,-71.10381,450
02379,42.02139,-71.0267,451
02382,42.08,-70.93993,452
02420,42.45821,-71.21762,453
02421,42.438,-71.23922,453
02445,42.32581,-71.13319,454
02446,42.3435,-71.12179,454
02451,42.39859,-71.2573,455
02452,42.39365,-71.2202,455
02453,42.36918,-71.24101,455
02457,42.29777,-71.26887,456
02458,42.35294,-71.18763,457
02459,42.31515,-71.19174,458
02460,42.35206,-71.20835,459
02461,42.31693,-71.20875,460
02462,42.33102,-71.25599,461
02464,42.31274,-71.21981,462
02465,42.34969,-71.22646,463
02466,42.34541,-71.24759,464
02467,42.31725,-71.16096,465
02468,42.32777,-71.23142,466
02472,42.37,-71.17713,467
02474,42.42053,-71.15666,468
02476,42.41597,-71.17437,468
02478,42.39602,-71.17955,469
02481,42.31064,-71.27779,470
02482,42.29455,-71.29859,471
02492,42.27615,-71.24387,472
02493,42.35893,-71.30009,473
02494,42.29959,-71.2317,474
02532,41.75111,-70.59713,475
02534,41.66626,-70.61628,476
02535,41.34896,-70.74629,477
02536,41.59706,-70.56677,478
02537,41.72882,-70.44317,479
02538,41.77872,-70.65077,480
02539,41.37994,-70.53227,481
02540,41.57128,-70.62807,482
02542,41.70194,-70.54824,475
02543,41.48731,-70.74525,483
02553,41.71297,-70.62011,484
02554,41.28555,-70.08043,485
02556,41.63903,-70.62521,486
02557,41.44218,-70.56648,487
02558,41.74453,-70.65377,488
02559,41.69237,-70.61374,489
02561,41.76782,-70.53281,490
02562,41.78753,-70.52746,491
02563,41.71995,-70.4818,492
02564,41.26552,-69.98608,493
02568,41.44341,-70.61534,494
02571,41.76184,-70.70138,495
02575,41.39651,-70.65496,496
02576,41.77807,-70.76338,497
02584,41.25753,-70.00522,485
02601,41.66,-70.29327,498
02630,41.69674,-70.3052,499
02631,41.74673,-70.06894,500
02632,41.66074,-70.34826,501
02633,41.68949,-69.97397,502
02635,41.62348,-70.44051,503
02637,41.70493,-70.27245,504
02638,41.73225,-70.19459,505
02639,41.66639,-70.13535,506
02641,41.75221,-70.15176,507
02642,41.83976,-69.97711,508
02643,41.75534,-69.94002,509
02644,41.68361,-70.51202,510
02645,41.70352,-70.06215,511
02646,41.67103,-70.07144,512
02647,41.63127,-70.30909,513
02648,41.67237,-70.41545,514
02649,41.61778,-70.49077,515
02650,41.7036,-69.96589,516
02652,42.0428,-70.09276,517
02653,41.76901,-69.9737,518
02655,41.62972,-70.39263,519
02657,42.06139,-70.19813,520
02659,41.68258,-70.02234,521
02660,41.70828,-70.15517,522
02663,41.90576,-69.989,523
02664,41.67486,-70.19446,524
02666,41.98817,-70.04603,525
02667,41.92937,-70.02074,526
02668,41.70713,-70.36246,527
02670,41.66,-70.17098,528
02671,41.66938,-70.11087,529
02672,41.6357,-70.31878,530
02673,41.6557,-70.24447,531
02675,41.70401,-70.22883,532
02702,41.78452,-71.06112,533
02703,41.93108,-71.29499,534
02713,41.42818,-70.89102,535
02715,41.81681,-71.15064,536
02717,41.75405,-70.98312,537
02718,41.86902,-71.01128,538
02719,41.63945,-70.87322,539
02720,41.73095,-71.10932,540
02721,41.67451,-71.14869,540
02723,41.69237,-71.1309,540
02724,41.68372,-71.17949,540
02725,41.71253,-71.18426,541
02726,41.76073,-71.14444,541
02738,41.7092,-70.76362,542
02739,41.6687,-70.81705,543
02740,41.63802,-70.93839,544
02743,41.71323,-70.90054,545
02744,41.60789,-70.91286,544
02745,41.70284,-70.94695,544
02746,41.66474,-70.945,544
02747,41.6577,-71.01202,546
02748,41.56096,-70.97963,547
02760,41.97004,-71.33586,548
02762,42.01409,-71.33642,549
02763,41.96666,-71.30743,550
02764,41.8562,-71.16022,551
02766,41.96402,-71.18418,552
02767,41.93939,-71.05191,553
02769,41.84394,-71.24559,554
02770,41.75875,-70.84048,555
02771,41.83787,-71.31736,556
02777,41.75699,-71.21208,557
02779,41.83492,-71.07543,558
02780,41.90743,-71.11939,559
02790,41.59967,-71.08266,560
02791,41.52262,-71.08266,561
02802,41.95221,-71.4559,562
02804,41.43546,-71.77196,563
02806,41.7443,-71.31453,564
02807,41.17762,-71.57854,565
02808,41.40606,-71.74802,566
02809,41.68266,-71.26938,567
02812,41.47625,-71.66094,98
02813,41.3971,-71.67003,404
02814,41.89959,-71.69888,568
02815,41.77723,-71.66177,569
02816,41.69035,-71.61954,570
02817,41.6291,-71.66711,571
02818,41.64214,-71.49307,572
02822,41.56736,-71.63348,573
02823,41.73328,-71.54479,574
02824,41.99934,-71.56322,510
02825,41.78212,-71.72596,575
02826,41.98248,-71.64539,167
02827,41.69792,-71.73847,576
02828,41.87672,-71.56065,577
02829,41.89377,-71.59129,578
02830,41.98016,-71.6484,579
02831,41.74461,-71.58442,580
02832,41.50469,-71.72807,581
02833,41.48117,-71.77787,303
02835,41.51479,-71.37742,582
02836,41.45145,-71.62027,583
02837,41.51524,-71.16455,584
02838,41.96552,-71.47628,585
02839,41.9433,-71.64581,586
02840,41.47838,-71.31993,587
02841,41.51261,-71.32522,587
02842,41.51739,-71.27667,588
02852,41.58809,-71.46094,589
02857,41.82705,-71.63083,590
02858,41.96354,-71.64893,591
02859,41.9665,-71.7464,592
02860,41.87036,-71.38855,593
02861,41.87863,-71.35228,593
02863,41.89005,-71.39336,594
02864,41.97025,-71.41978,595
02865,41.91251,-71.44822,312
02871,41.58384,-71.2564,596
02872,41.61718,-71.32886,597
02873,41.5257,-71.77734,598
02874,41.51543,-71.46985,599
02875,41.46052,-71.63848,600
02876,41.99801,-71.58301,601
02878,41.60905,-71.17413,602
02879,41.42865,-71.53837,337
02881,41.4825,-71.52694,445
02882,41.4253,-71.46816,603
02885,41.72821,-71.26287,145
02886,41.70493,-71.45892,219
02888,41.74909,-71.41123,219
02889,41.70602,-71.39106,219
02891,41.36043,-71.79429,604
02892,41.50226,-71.60174,605
02893,41.69856,-71.51566,606
02894,41.44761,-71.69759,607
02895,42.00103,-71.49923,608
02896,41.97285,-71.55027,609
02898,41.52184,-71.67166,610
02903,41.81902,-71.41003,611
02904,41.86058,-71.43539,611
02905,41.78769,-71.39886,611
02906,41.83964,-71.38963,611
02907,41.79867,-71.42581,611
02908,41.83877,-71.43926,611
02909,41.81825,-71.45078,611
02910,41.77552,-71.43564,612
02911,41.85467,-71.47325,613
02912,41.82783,-71.39959,611
02914,41.81326,-71.36608,614
02915,41.77725,-71.34906,615
02916,41.84438,-71.35258,616
02917,41.90615,-71.52365,617
02918,41.84386,-71.43499,611
02919,41.82733,-71.52002,618
02920,41.76719,-71.4655,612
02921,41.76292,-71.51571,612
03031,42.87056,-71.60683,100
03032,42.99063,-71.34383,243
03033,42.74643,-71.67054,454
03034,43.06269,-71.31106,619
03036,42.96719,-71.25083,106
03037,43.1395,-71.2535,200
03038,42.88867,-71.27932,620
03042,43.05009,-71.07467,621
03043,42.99581,-71.81514,622
03044,42.98899,-71.12494,623
03045,43.01994,-71.57035,624
03046,43.10178,-71.60548,625
03047,42.94029,-71.87053,192
03048,42.74668,-71.76268,577
03049,42.7494,-71.58338,626
03051,42.76394,-71.40716,304
03052,42.84302,-71.455,627
03053,42.87927,-71.38702,628
03054,42.85471,-71.51878,629
03055,42.81783,-71.67361,308
03057,42.90265,-71.6861,630
03060,42.74135,-71.45936,631
03062,42.72212,-71.49556,631
03063,42.7795,-71.51939,631
03064,42.77886,-71.47466,631
03070,42.97702,-71.68664,632
03071,42.74892,-71.8747,633
03076,42.73354,-71.324,634
03077,43.03219,-71.19945,635
03079,42.79023,-71.22024,365
03082,42.90197,-71.77545,636
03084,42.82856,-71.85495,637
03086,42.82741,-71.76967,638
03087,42.80758,-71.29945,639
03101,42.98881,-71.4659,355
03102,43.00797,-71.49134,355
03103,42.95536,-71.44463,355
03104,43.00926,-71.4411,355
03106,43.07097,-71.43651,640
03109,42.96594,-71.40167,355
03110,42.94065,-71.53023,295
03215,44.03605,-71.48109,641
03216,43.44656,-71.79374,318
03217,43.71492,-71.63033,294
03218,43.33465,-71.28803,642
03220,43.46793,-71.4758,469
03221,43.25482,-71.96122,566
03222,43.62895,-71.78234,567
03223,43.84784,-71.67597,643
03224,43.35171,-71.54691,644
03225,43.36001,-71.23828,645
03226,43.70259,-71.51086,646
03227,43.81419,-71.45712,647
03229,43.19792,-71.69677,648
03230,43.52685,-71.8622,649
03231,43.45555,-71.75551,650
03233,43.42325,-71.93322,651
03234,43.21484,-71.33914,652
03235,43.44831,-71.67208,377
03237,43.42997,-71.38233,653
03238,43.98168,-71.88701,654
03240,43.57599,-71.97221,253
03241,43.71149,-71.81915,655
03242,43.17365,-71.8224,656
03243,43.5276,-71.7644,657
03244,43.11822,-71.9192,658
03245,43.75026,-71.58852,659
03246,43.57239,-71.4775,660
03249,43.55806,-71.38505,661
03251,44.0796,-71.65276,312
03253,43.63193,-71.49749,662
03254,43.72505,-71.37782,663
03255,43.3149,-72.02795,359
03256,43.62425,-71.63514,664
03257,43.41768,-71.99101,665
03258,43.25744,-71.39956,666
03259,43.87921,-71.44527,667
03260,43.36016,-71.92457,668
03261,43.21322,-71.20966,669
03262,43.99885,-71.73813,670
03263,43.29483,-71.31133,160
03264,43.72967,-71.71159,444
03266,43.79407,-71.89035,671
03268,43.38505,-71.7574,360
03269,43.53,-71.60219,672
03273,43.30337,-71.92413,673
03275,43.15999,-71.41794,674
03276,43.42783,-71.57514,675
03278,43.29313,-71.82934,676
03279,43.94468,-71.88231,145
03280,43.18339,-72.08979,677
03281,43.08126,-71.72189,678
03282,43.86006,-71.9295,679
03284,43.49361,-72.03057,157
03285,43.92408,-71.64359,680
03287,43.45168,-71.91795,681
03290,43.12391,-71.12089,682
03291,43.17976,-71.14205,683
03293,43.97696,-71.67721,684
03301,43.22423,-71.54342,299
03303,43.29819,-71.67186,299
03304,43.13078,-71.53066,685
03307,43.32257,-71.44265,686
03431,42.96785,-72.29862,687
03440,43.06023,-71.97446,688
03441,42.77737,-72.44263,689
03442,43.01268,-71.90781,690
03443,42.8767,-72.46148,107
03444,42.89403,-72.07178,691
03445,43.01555,-72.2137,692
03446,42.86163,-72.29639,693
03447,42.7592,-72.14794,694
03448,43.03996,-72.26448,695
03449,42.98222,-72.00037,696
03450,42.94157,-72.09107,579
03451,42.80907,-72.50029,169
